day_type,hour_of_day,station,departures,arrivals,net_flow
Weekday,12,"Clarence Walk, Stockwell",42,19,-23
Weekday,12,"Clarendon Road, Avondale",24,18,-6
Weekday,12,"Clarges Street, Mayfair",39,38,-1
Weekday,12,"Clarkson Street, Bethnal Green",41,29,-12
Weekday,12,"Claverton Street, Pimlico",65,29,-36
Weekday,12,"Cleaver Street, Kennington",33,24,-9
Weekday,12,"Clements Road, Bermondsey",37,19,-18
Weekday,12,"Clerkenwell Green, Clerkenwell",92,80,-12
Weekday,12,"Cleveland Gardens, Bayswater",40,24,-16
Weekday,12,"Cleveland Way, Stepney",150,159,9
Weekday,12,"Clifford Street, Mayfair",35,50,15
Weekday,12,"Clifton Road, Maida Vale",50,61,11
Weekday,12,"Clifton Street, Shoreditch",43,35,-8
Weekday,12,"Clinton Road, Mile End",45,42,-3
Weekday,12,"Cloudesley Road, Angel",68,27,-41
Weekday,12,"Colet Gardens, Hammersmith",44,12,-32
Weekday,12,"Collingham Gardens, Earl's Court",60,45,-15
Weekday,12,"Colombo Street, Southwark",26,28,2
Weekday,12,"Columbia Road, Shoreditch",69,55,-14
Weekday,12,"Commercial Street, Shoreditch",63,81,18
Weekday,12,"Concert Hall Approach, South Bank",54,61,7
Weekday,12,"Coomer Place, West Kensington",125,106,-19
Weekday,12,"Copper Box Arena, Queen Elizabeth Olympic Park",62,61,-1
Weekday,12,"Coram Street, Bloomsbury",47,42,-5
Weekday,12,"Cotton Garden Estate, Kennington",56,33,-23
Weekday,12,"Courland Grove, Wandsworth Road",76,48,-28
Weekday,12,"Crabtree Lane, Fulham",48,40,-8
Weekday,12,"Cranmer Road, Stockwell",96,95,-1
Weekday,12,"Craven Street, Strand",104,218,114
Weekday,12,"Crawford Street, Marylebone",52,65,13
Weekday,12,"Crimscott Street, Bermondsey",50,43,-7
Weekday,12,"Crinan Street, King's Cross",23,22,-1
Weekday,12,"Crisp Road, Hammersmith",93,74,-19
Weekday,12,"Cromer Street, Bloomsbury",67,34,-33
Weekday,12,"Crosswall, Tower",106,146,40
Weekday,12,"Culvert Road, Battersea",32,40,8
Weekday,12,"Curlew Street, Shad Thames",122,79,-43
Weekday,12,"Curzon Street, Mayfair",57,56,-1
Weekday,12,"Danvers Street, West Chelsea",32,42,10
Weekday,12,"De Vere Gardens, Kensington",77,63,-14
Weekday,12,"Denyer Street, Knightsbridge",24,25,1
Weekday,12,"Derry Street, Kensington",152,169,17
Weekday,12,"Devons Road, Bow",51,42,-9
Weekday,12,"Devonshire Terrace, Bayswater",70,62,-8
Weekday,12,"Dickens Square, Borough",27,30,3
Weekday,12,"Disraeli Road, Putney",32,30,-2
Weekday,12,"Dock Street, Wapping",72,35,-37
Weekday,12,"Doddington Grove, Kennington",79,60,-19
Weekday,12,"Doric Way , Somers Town",68,52,-16
Weekday,12,"Dorothy Road, Clapham Junction",32,43,11
Weekday,12,"Dorset Square, Marylebone",84,95,11
Weekday,12,"Drayton Gardens, West Chelsea",93,120,27
Weekday,12,"Driffield Road, Old Ford",58,40,-18
Weekday,12,"Drummond Street , Euston",23,16,-7
Weekday,12,"Drury Lane, Covent Garden",156,180,24
Weekday,12,"Duke Street Hill, London Bridge",195,193,-2
Weekday,12,"Dunston Road , Haggerston",68,60,-8
Weekday,12,"Durant Street, Bethnal Green",48,31,-17
Weekday,12,"Eagle Wharf Road, Hoxton",140,110,-30
Weekday,12,"East Ferry Road, Cubitt Town",23,31,8
Weekday,12,"East India DLR, Blackwall",41,29,-12
Weekday,12,"East Road, Hoxton",51,39,-12
Weekday,12,"East Village, Queen Elizabeth Olympic Park",61,53,-8
Weekday,12,"Eastbourne Mews, Paddington",145,84,-61
Weekday,12,"Eaton Square (South), Belgravia",28,44,16
Weekday,12,"Eaton Square, Belgravia",40,27,-13
Weekday,12,"Ebury Bridge, Pimlico",75,52,-23
Weekday,12,"Eccleston Place, Victoria",122,119,-3
Weekday,12,"Eel Brook Common, Walham Green",25,26,1
Weekday,12,"Elgin Avenue, Maida Hill",31,36,5
Weekday,12,"Elizabeth Bridge, Victoria",79,112,33
Weekday,12,"Elysium Place, Fulham",26,16,-10
Weekday,12,"Embankment (Savoy), Strand",61,83,22
Weekday,12,"Emperor's Gate, South Kensington",90,85,-5
Weekday,12,"Empire Square, The Borough",114,90,-24
Weekday,12,"Endsleigh Gardens, Euston",68,100,32
Weekday,12,"Erin Close, Walham Green",77,94,17
Weekday,12,"Esmond Street, Putney",12,6,-6
Weekday,12,"Ethelburga Estate, Battersea Park",92,101,9
Weekday,12,"Euston Road, Euston",29,62,33
Weekday,12,"Euston Square Gardens, Euston",23,35,12
Weekday,12,"Everington Street, Fulham",54,29,-25
Weekday,12,"Eversholt Street , Camden Town",32,22,-10
Weekday,12,"Evesham Street, Avondale",11,15,4
Weekday,12,"Exhibition Road Museums 1, South Kensington",108,110,2
Weekday,12,"Exhibition Road Museums 2, South Kensington",103,102,-1
Weekday,12,"Exhibition Road, Knightsbridge",289,452,163
Weekday,12,"Falcon Road, Clapham Junction",65,65,0
Weekday,12,"Falkirk Street, Hoxton",70,48,-22
Weekday,12,"Fanshaw Street, Hoxton",86,74,-12
Weekday,12,"Farm Street, Mayfair",32,33,1
Weekday,12,"Farringdon Lane, Clerkenwell",57,49,-8
Weekday,12,"Farringdon Street, Holborn",30,18,-12
Weekday,12,"Fashion Street, Whitechapel",48,59,11
Weekday,12,"Fawcett Close, Battersea",53,15,-38
Weekday,12,"Felsham Road, Putney",34,32,-2
Weekday,12,"Ferndale Road, Brixton",67,79,12
Weekday,12,"Finlay Street, Fulham",41,51,10
Weekday,12,"Finnis Street, Bethnal Green",17,26,9
Weekday,12,"Finsbury Circus, Liverpool Street",130,158,28
Weekday,12,"Finsbury Leisure Centre, St. Luke's",90,106,16
Weekday,12,"Finsbury Library , Finsbury",44,47,3
Weekday,12,"Finsbury Square , Moorgate",81,71,-10
Weekday,12,"Fire Brigade Pier, Vauxhall",83,51,-32
Weekday,12,"Fisherman's Walk West, Canary Wharf",52,61,9
Weekday,12,"Flamborough Street, Limehouse",109,106,-3
Weekday,12,"Flood Street, Chelsea",117,144,27
Weekday,12,"Foley Street, Fitzrovia",91,73,-18
Weekday,12,"Ford Road, Old Ford",45,34,-11
Weekday,12,"Fore Street Avenue, Guildhall",51,44,-7
Weekday,12,"Fore Street, Guildhall",44,67,23
Weekday,12,"Fournier Street, Whitechapel",88,116,28
Weekday,12,"Frampton Street, Paddington",57,32,-25
Weekday,12,"Freston Road, Avondale",17,13,-4
Weekday,12,"Frith Street, Soho",75,187,112
Weekday,12,"Fulham Broadway, Walham Green",149,147,-2
Weekday,12,"Fulham Park Road, Fulham",55,41,-14
Weekday,12,"Furze Green, Bow",82,34,-48
Weekday,12,"Garnet Street, Shadwell",35,30,-5
Weekday,12,"Gas Holders, Battersea Park",114,109,-5
Weekday,12,"Gascoyne Road, Victoria Park",42,44,2
Weekday,12,"Gauden Road, Clapham",50,71,21
Weekday,12,"Gaywood  Street, Elephant & Castle",58,41,-17
Weekday,12,"George Place Mews, Marylebone",49,25,-24
Weekday,12,"George Row, Bermondsey",45,44,-1
Weekday,12,"George Street, Marylebone",91,106,15
Weekday,12,"Geraldine Street, Elephant & Castle",18,28,10
Weekday,12,"Globe Town Market, Bethnal Green",69,54,-15
Weekday,12,"Gloucester Avenue, Camden Town",41,50,9
Weekday,12,"Gloucester Road (Central), South Kensington",49,87,38
Weekday,12,"Gloucester Road (North), Kensington",58,109,51
Weekday,12,"Gloucester Road Station, South Kensington",149,188,39
Weekday,12,"Gloucester Street, Pimlico",96,60,-36
Weekday,12,"Gloucester Terrace, Bayswater",55,31,-24
Weekday,12,"Godliman Street, St. Paul's",69,85,16
Weekday,12,"Golden Lane, Barbican",57,72,15
Weekday,12,"Golden Square, Soho",77,92,15
Weekday,12,"Goldsmith's Row, Haggerston",84,48,-36
Weekday,12,"Good's Way, King's Cross",117,134,17
Weekday,12,"Goswell Road (City Uni), Finsbury",54,47,-7
Weekday,12,"Gower Place , Euston",57,76,19
Weekday,12,"Grafton Street, Mayfair",32,51,19
Weekday,12,"Graham Street, Angel",82,62,-20
Weekday,12,"Granby Street, Shoreditch",82,65,-17
Weekday,12,"Grant Road East, Clapham Junction",66,81,15
Weekday,12,"Great Dover Street, The Borough",88,45,-43
Weekday,12,"Great Percy Street, Clerkenwell",78,36,-42
Weekday,12,"Great Russell Street, Bloomsbury",70,96,26
Weekday,12,"Great Suffolk Street, The Borough",41,46,5
Weekday,12,"Great Titchfield Street, Fitzrovia",58,53,-5
Weekday,12,"Great Tower Street, Monument",156,175,19
Weekday,12,"Green Park Station, Mayfair",182,159,-23
Weekday,12,"Green Street, Mayfair",119,122,3
Weekday,12,"Greenberry Street, St.John's Wood",35,13,-22
Weekday,12,"Greenland Road, Camden Town",112,131,19
Weekday,12,"Grenfell Road, Avondale",44,40,-4
Weekday,12,"Greycoat Street , Westminster",49,23,-26
Weekday,12,"Greyhound Road, Hammersmith",61,52,-9
Weekday,12,"Grosvenor Crescent, Belgravia",40,27,-13
Weekday,12,"Grosvenor Road, Pimlico",41,20,-21
Weekday,12,"Grosvenor Square, Mayfair",74,104,30
Weekday,12,"Grove End Road, St. John's Wood",66,45,-21
Weekday,12,"Guildhouse Street, Victoria",50,58,8
Weekday,12,"Guilford Street , Bloomsbury",86,78,-8
Weekday,12,"Gunmakers Lane, Old Ford",43,29,-14
Weekday,12,"Gwendwr Road, West Kensington",26,23,-3
Weekday,12,"Haggerston Road, Haggerston",70,81,11
Weekday,12,"Halford Road, West Kensington",80,80,0
Weekday,12,"Hammersmith Road, Hammersmith",143,86,-57
Weekday,12,"Hampstead Road, Euston",137,127,-10
Weekday,12,"Hampton Street, Walworth",60,66,6
Weekday,12,"Handyside Street, King's Cross",109,120,11
Weekday,12,"Hansard Mews, Holland Park",37,32,-5
Weekday,12,"Harcourt Terrace, West Brompton",79,69,-10
Weekday,12,"Hardwick Street, Clerkenwell",56,24,-32
Weekday,12,"Harford Street, Mile End",62,57,-5
Weekday,12,"Harper Road, The Borough",35,29,-6
Weekday,12,"Harriet Street, Knightsbridge",40,39,-1
Weekday,12,"Harrington Square 1, Camden Town",59,34,-25
Weekday,12,"Harris Academy, Bermondsey",36,26,-10
Weekday,12,"Harrowby Street, Marylebone",63,44,-19
Weekday,12,"Hartington Road, Stockwell",46,33,-13
Weekday,12,"Hatton Garden, Holborn",138,107,-31
Weekday,12,"Hatton Wall, Holborn",119,133,14
Weekday,12,"Hawley Crescent, Camden Town",68,38,-30
Weekday,12,"Heath Road, Battersea",20,6,-14
Weekday,12,"Here East North, Queen Elizabeth Olympic Park",21,21,0
Weekday,12,"Here East South, Queen Elizabeth Olympic Park",25,10,-15
Weekday,12,"Hereford Road, Bayswater",60,58,-2
Weekday,12,"Hermitage Court, Wapping",39,57,18
Weekday,12,"Heron Quays DLR, Canary Wharf",7,12,5
Weekday,12,"Hertford Road, De Beauvoir Town",63,50,-13
Weekday,12,"Hewison Street, Old Ford",50,50,0
Weekday,12,"Hibbert Street, Battersea",39,33,-6
Weekday,12,"High Holborn , Covent Garden",46,68,22
Weekday,12,"Hinde Street, Marylebone",86,132,46
Weekday,12,"Holborn Circus, Holborn",115,236,121
Weekday,12,"Holden Street, Battersea",18,6,-12
Weekday,12,"Holland Park, Kensington",43,39,-4
Weekday,12,"Hollybush Gardens, Bethnal Green",33,41,8
Weekday,12,"Holy Trinity Brompton, Knightsbridge",52,90,38
Weekday,12,"Hop Exchange, The Borough",246,384,138
Weekday,12,"Horseferry Road, Westminster",102,83,-19
Weekday,12,"Hortensia Road, West Brompton",62,50,-12
Weekday,12,"Houghton Street, Strand",43,46,3
Weekday,12,"Houndsditch, Aldgate",73,108,35
Weekday,12,"Howick Place, Westminster",103,135,32
Weekday,12,"Howland Street, Fitzrovia",107,86,-21
Weekday,12,"Hoxton Station, Hoxton",82,66,-16
Weekday,12,"Hoxton Street, Hoxton",27,28,1
Weekday,12,"Humbolt Road, Fulham",55,37,-18
Weekday,12,"Hurlingham Park, Parsons Green",7,11,4
Weekday,12,"Hyde Park Corner, Hyde Park",623,554,-69
Weekday,12,"Ilchester Gardens, Bayswater",83,67,-16
Weekday,12,"Ilchester Place, Kensington",26,37,11
Weekday,12,"Imperial College, Knightsbridge",190,238,48
Weekday,12,"Imperial Road, Sands End",78,25,-53
Weekday,12,"Imperial Wharf Station, Sands End",69,57,-12
Weekday,12,"Import Dock, Canary Wharf",47,55,8
Weekday,12,"Ingrave Street, Clapham Junction",22,25,3
Weekday,12,"Irene Road, Parsons Green",35,30,-5
Weekday,12,"Islington Green, Angel",184,140,-44
Weekday,12,"Jewry Street, Aldgate",57,33,-24
Weekday,12,"Jubilee Crescent, Cubitt Town",31,20,-11
Weekday,12,"Jubilee Plaza, Canary Wharf",65,105,40
Weekday,12,"Jubilee Street, Stepney",36,35,-1
Weekday,12,"Kennington Cross, Kennington",114,62,-52
Weekday,12,"Kennington Lane Rail Bridge, Vauxhall",93,108,15
Weekday,12,"Kennington Oval, Oval",44,41,-3
Weekday,12,"Kennington Road Post Office, Oval",63,63,0
Weekday,12,"Kennington Road, Vauxhall",64,50,-14
Weekday,12,"Kennington Station, Kennington",60,37,-23
Weekday,12,"Kensington Church Street, Kensington",75,84,9
Weekday,12,"Kensington Gore, Knightsbridge",42,57,15
Weekday,12,"Kensington Olympia Station, Olympia",62,47,-15
Weekday,12,"Kensington Town Hall, Kensington",38,38,0
Weekday,12,"Killick Street, King's Cross",26,17,-9
Weekday,12,"King Edward Street, St Pauls",31,33,2
Weekday,12,"King Edward Walk, Waterloo",10,7,-3
Weekday,12,"Kings Gate House, Westminster",45,46,1
Weekday,12,"Kingsway Southbound, Strand",44,149,105
Weekday,12,"Kingsway, Covent Garden",12,36,24
Weekday,12,"Knaresborough Place, Earl's Court",52,56,4
Weekday,12,"Knightsbridge, Hyde Park",91,21,-70
Weekday,12,"LMU Commercial Road, Whitechapel",70,64,-6
Weekday,12,"LSBU (Borough Road), Elephant & Castle",41,30,-11
Weekday,12,"Ladbroke Grove Central, Ladbroke Grove",13,10,-3
Weekday,12,"Lambeth North Station, Waterloo",66,48,-18
Weekday,12,"Lambeth Palace Road, Waterloo",176,137,-39
Weekday,12,"Lambeth Road, Vauxhall",57,45,-12
Weekday,12,"Lancaster Drive, Blackwall",6,1,-5
Weekday,12,"Lancaster Gate , Bayswater",171,44,-127
Weekday,12,"Langdon Park, Poplar",21,15,-6
Weekday,12,"Lansdowne Drive, Hackney Central",41,29,-12
Weekday,12,"Lansdowne Road, Ladbroke Grove",53,47,-6
Weekday,12,"Lansdowne Walk, Ladbroke Grove",18,27,9
Weekday,12,"Lavington Street, Bankside",78,71,-7
Weekday,12,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",44,54,10
Weekday,12,"Leman Street, Aldgate",108,63,-45
Weekday,12,"Leonard Circus , Shoreditch",102,86,-16
Weekday,12,"Lexham Gardens, Kensington",74,62,-12
Weekday,12,"Lightermans Road, Millwall",45,38,-7
Weekday,12,"Limburg Road, Clapham Junction",19,39,20
Weekday,12,"Limerston Street, West Chelsea",209,143,-66
Weekday,12,"Lincoln's Inn Fields, Holborn",75,172,97
Weekday,12,"Lindfield Street, Poplar",80,42,-38
Weekday,12,"Lisson Grove, St. John's Wood",43,18,-25
Weekday,12,"Little Argyll Street, West End",187,237,50
Weekday,12,"Little Brook Green, Brook Green",82,56,-26
Weekday,12,"Liverpool Road (N1 Centre), Angel",98,123,25
Weekday,12,"Lollard Street, Vauxhall",70,63,-7
Weekday,12,"London Fields, Hackney Central",147,146,-1
Weekday,12,"London Street, Paddington",162,120,-42
Weekday,12,"London Zoo Car Park, The Regent's Park",32,42,10
Weekday,12,"London Zoo,  The Regent's Park",49,32,-17
Weekday,12,"Long Lane , Bermondsey",58,61,3
Weekday,12,"Longford Street, The Regent's Park",70,48,-22
Weekday,12,"Lord's, St. John's Wood",42,13,-29
Weekday,12,"Lots Road, West Chelsea",29,27,-2
Weekday,12,"Lower Marsh, Waterloo",64,67,3
Weekday,12,"Lower Thames Street, Monument",23,36,13
Weekday,12,"Macclesfield Rd, St Lukes",97,54,-43
Weekday,12,"Maida Vale, Maida Vale",83,48,-35
Weekday,12,"Malet Street, Bloomsbury",134,242,108
Weekday,12,"Mallory Street, Marylebone",25,21,-4
Weekday,12,"Malmesbury Road, Bow",30,20,-10
Weekday,12,"Manbre Road, Hammersmith",30,16,-14
Weekday,12,"Manresa Road, Chelsea",102,67,-35
Weekday,12,"Maplin Street, Mile End",112,85,-27
Weekday,12,"Margery Street, Clerkenwell",39,49,10
Weekday,12,"Marloes Road, Kensington",46,30,-16
Weekday,12,"Marylebone Lane, Marylebone",95,113,18
Weekday,12,"Merchant Street, Bow",24,22,-2
Weekday,12,"Mexfield Road, East Putney",11,19,8
Weekday,12,"Michael Road, Walham Green",50,34,-16
Weekday,12,"Mile End Park Leisure Centre, Mile End",75,50,-25
Weekday,12,"Mile End Stadium, Mile End",53,27,-26
Weekday,12,"Millbank Tower, Pimlico",70,70,0
Weekday,12,"Millennium Hotel, Mayfair",22,50,28
Weekday,12,"Millharbour, Millwall",17,19,2
Weekday,12,"Milroy Walk, South Bank",55,70,15
Weekday,12,"Monier Road, Hackney Wick",64,63,-1
Weekday,12,"Montpelier Street, Knightsbridge",149,123,-26
Weekday,12,"Montserrat Road , Putney",52,47,-5
Weekday,12,"Monument Street, Monument",63,89,26
Weekday,12,"Moor Street, Soho",105,120,15
Weekday,12,"Moorfields, Moorgate",133,144,11
Weekday,12,"Morie Street, Wandsworth",20,33,13
Weekday,12,"Mostyn Grove, Bow",45,30,-15
Weekday,12,"Mudchute DLR, Cubitt Town",10,9,-1
Weekday,12,"Murray Grove , Hoxton",70,70,0
Weekday,12,"Museum of London, Barbican",92,79,-13
Weekday,12,"Nantes Close, Wandsworth",17,9,-8
Weekday,12,"Napier Avenue, Millwall",32,22,-10
Weekday,12,"Natural History Museum, South Kensington",88,138,50
Weekday,12,"Naval Row, Blackwall",42,32,-10
Weekday,12,"Nesham Street, Wapping",105,109,4
Weekday,12,"Nevern Place, Earl's Court",36,31,-5
Weekday,12,"Neville Gill Close, Wandsworth",27,22,-5
Weekday,12,"New Cavendish Street, Marylebone",83,105,22
Weekday,12,"New Fetter Lane, Holborn",131,68,-63
Weekday,12,"New Globe Walk, Bankside",73,66,-7
Weekday,12,"New Inn Yard, Shoreditch",115,79,-36
Weekday,12,"New Kent Road, The Borough",59,49,-10
Weekday,12,"New North Road 2, Hoxton",7,4,-3
Weekday,12,"New Road 1 , Whitechapel",111,111,0
Weekday,12,"New Spring Gardens Walk, Vauxhall",43,71,28
Weekday,12,"Newby Place, Poplar",33,24,-9
Weekday,12,"Newgate Street , St. Paul's",99,153,54
Weekday,12,"Newton Street, Covent Garden",27,58,31
Weekday,12,"Normand Park, West Kensington",98,54,-44
Weekday,12,"Normandy Road, Stockwell",46,37,-9
Weekday,12,"North Audley Street, Mayfair",87,98,11
Weekday,12,"North Wharf Road, Paddington",52,38,-14
Weekday,12,"Northdown Street, King's Cross",46,49,3
Weekday,12,"Northfields, Wandsworth",11,7,-4
Weekday,12,"Northington Street , Holborn",114,94,-20
Weekday,12,"Northumberland Avenue, Strand",44,78,34
Weekday,12,"Norton Folgate, Liverpool Street",69,51,-18
Weekday,12,"Notting Hill Gate Station, Notting Hill",129,87,-42
Weekday,12,"Nutford Place, Marylebone",37,24,-13
Weekday,12,"Old Brompton Road, South Kensington",59,59,0
Weekday,12,"Old Ford Road, Bethnal Green",25,20,-5
Weekday,12,"Old Montague Street, Whitechapel",50,46,-4
Weekday,12,"Old Quebec Street, Marylebone",107,148,41
Weekday,12,"Old Street Station, St. Luke's",158,162,4
Weekday,12,"Ontario Street, Elephant & Castle",43,49,6
Weekday,12,"Orbel Street, Battersea",42,32,-10
Weekday,12,"Orchard Place, Blackwall Tunnel",22,6,-16
Weekday,12,"Ormonde Gate, Chelsea",49,64,15
Weekday,12,"Orsett Terrace, Bayswater",32,17,-15
Weekday,12,"Osiers Road, Wandsworth",28,28,0
Weekday,12,"Ossulston Street, Somers Town",119,84,-35
Weekday,12,"Oxford Road, Putney",9,13,4
Weekday,12,"Paddington Green, Paddington",20,24,4
Weekday,12,"Paddington Street, Marylebone",91,93,2
Weekday,12,"Page Street, Westminster",112,82,-30
Weekday,12,"Palace Gardens Terrace, Notting Hill",103,107,4
Weekday,12,"Palace Gate, Kensington Gardens",192,208,16
Weekday,12,"Palissy Street, Shoreditch",54,50,-4
Weekday,12,"Pall Mall East, West End",74,127,53
Weekday,12,"Pancras Road, King's Cross",55,50,-5
Weekday,12,"Panton Street, West End",72,115,43
Weekday,12,"Park Lane , Hyde Park",140,153,13
Weekday,12,"Park Lane, Mayfair",32,53,21
Weekday,12,"Park Road (Baker Street), The Regent's Park",128,165,37
Weekday,12,"Park Street, Bankside",54,99,45
Weekday,12,"Parson's Green , Parson's Green",88,73,-15
Weekday,12,"Parsons Green Station, Parsons Green",83,67,-16
Weekday,12,"Pembridge Villas, Notting Hill",61,84,23
Weekday,12,"Penfold Street, Marylebone",38,35,-3
Weekday,12,"Pennington Street, Wapping",51,34,-17
Weekday,12,"Penywern Road, Earl's Court",66,63,-3
Weekday,12,"Percival Street, Finsbury",51,45,-6
Weekday,12,"Percy Street, Bloomsbury",50,88,38
Weekday,12,"Peterborough Road, Sands End",18,12,-6
Weekday,12,"Phene Street, Chelsea",63,50,-13
Weekday,12,"Phillimore Gardens, Kensington",136,116,-20
Weekday,12,"Philpot Street, Whitechapel",49,63,14
Weekday,12,"Pindar Street, Liverpool Street",9,15,6
Weekday,12,"Pitfield Street Central, Hoxton",62,47,-15
Weekday,12,"Pitfield Street North,Hoxton",71,61,-10
Weekday,12,"Plough Terrace, Clapham Junction",23,35,12
Weekday,12,"Podium, Queen Elizabeth Olympic Park",94,120,26
Weekday,12,"Pont Street, Knightsbridge",91,129,38
Weekday,12,"Porchester Place, Paddington",118,88,-30
Weekday,12,"Portland Place, Marylebone",88,104,16
Weekday,12,"Portman Square, Marylebone",88,61,-27
Weekday,12,"Portugal Street, Holborn",39,53,14
Weekday,12,"Pott Street, Bethnal Green",58,80,22
Weekday,12,"Poured Lines, Bankside",41,83,42
Weekday,12,"Preston's Road, Cubitt Town",33,21,-12
Weekday,12,"Prince Albert Road, The Regent's Park",35,46,11
Weekday,12,"Prince Consort Road, Knightsbridge",84,125,41
Weekday,12,"Prince of Wales Drive, Battersea Park",42,22,-20
Weekday,12,"Princedale Road , Holland Park",56,38,-18
Weekday,12,"Princes Square, Bayswater",41,29,-12
Weekday,12,"Pritchard's Road, Bethnal Green",111,66,-45
Weekday,12,"Putney Bridge Road, East Putney",15,19,4
Weekday,12,"Putney Bridge Station, Fulham",70,51,-19
Weekday,12,"Putney Pier, Wandsworth",51,46,-5
Weekday,12,"Putney Rail Station, Putney",18,27,9
Weekday,12,"Queen Mary's, Mile End",117,129,12
Weekday,12,"Queen Mother Sports Centre, Victoria",104,110,6
